sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
9329874,types,used,for,malting,11,11,14,14,15,15,16,16,"In addition , malts are distinguished by the two major cultivar types of barley used for malting , two - row and six - row ."
9329875,varieties,used,for,malting,3,3,6,6,7,7,8,8,The most common varieties of barley used for malting in the United States from 2009 to 2013 are two - row AC Metcalfe and Conrad and six - row Tradition and Lacey cultivars .
9332170,hall,used,for,badminton,40,40,43,43,45,45,46,46,"The park sports a park connector , a playground , an eatery and fishing pond and a section of the park has been removed to build the Sports and Recreation Centre with facilities such as swimming pool , a sports hall to be used mainly for badminton , a street soccer court and also a gym ."
9337383,example,used,for,construction,16,16,22,22,23,23,26,26,"The Chateau - sur - Mer mansion in Newport , Rhode Island is perhaps the best example of Fall River granite being used for private home construction ."
9350524,standards,used,for,devices,7,7,8,8,9,9,11,11,This is based on a set of standards used for mobile devices and mobile telecommunications use services and networks that comply with the International Mobile Telecommunications-2000 ( IMT-2000 ) specifications by the International Telecommunication Union .
9353670,extension,used,for,negotiation,8,8,10,10,11,11,13,13,"MIDI 2.0 relies heavily on MIDI - CI extension , used for protocol negotiation ( identification of MIDI 1.0 and MIDI 2.0 devices to allow protocol switchover ) ."
9364208,space,used,for,rites,31,31,32,32,33,33,35,35,"The eastern one ( on the left ) connects to a "" mosque of the dead "" or funerary mosque ( "" Jama ' el - Gnaiz "" ) , a space used for funerary rites and prayers around the bodies of the deceased before they are buried ."
9369383,basket,used,for,sifting,9,9,10,10,11,11,13,13,"She knew how to make "" flat round "" basket used for both sifting and ceremonies ."
9371229,names,used,for,raion,4,4,5,5,6,6,8,8,"There are several alternative names used for this raion : , , , , ."
9375084,paper,used,for,images,9,9,10,10,11,11,13,13,This was enabled by a special treatment of the paper used for watercolor images that allowed greater detail than that type of paint normally did .
9381959,platform,used,for,readings,21,21,22,22,23,23,24,24,"The terms "" pulpitum "" , "" Lettner "" , "" jubé "" and "" doksaal "" all suggest a screen platform used for readings from scripture , and there is plentiful documentary evidence for this practice in major churches in Europe in the 16th century ."
9387824,deport,used,for,trains,6,6,19,19,20,20,25,25,"After 1945 Herbesthal became the home deport for the "" Pacific class "" NMBS / SNCB Type 1s , used for the prestigious international luxury trains ."
9392006,name,used,for,operations,11,11,12,12,17,17,19,19,"Jehovah 's Witnesses Association of Romania ( ) is the formal name used by Jehovah 's Witnesses for their operations in Romania , with a branch office located in Bucharest ."
9393988,table,used,for,scale,46,46,47,47,48,48,56,56,"Since M3 + m3 = P5 ( perfect fifth ) , i.e. , 5/4 * 6/5 = 3/2 , this is exactly equivalent to the diatonic scale obtained in 5 - limit just intonation , and hence can be viewed as a subset of the construction table used for the 12 - tone ( chromatic ) scale :"
9400516,car,used,for,purposes,33,33,34,34,35,35,37,37,"At a demonstration event Tesla showed that a battery swap operation with the Model S takes just over 90 seconds , about half the time it takes to refill a gasoline - powered car used for comparison purposes during the event ."
9410710,complex,used,for,games,15,15,19,19,20,20,24,24,Estadio 5 de Julho which is used for football ( soccer ) and a multisport complex named Simão Mendes used for basketball and volleyball games .
9414975,geometry,used,for,fabrication,3,3,7,7,8,8,9,9,"Depending on the geometry and the material used for fabrication , the operation mechanisms are governed either by quantum tunnelling or thermal activation ."
9415616,layers,used,for,characters,16,16,18,18,19,19,28,28,This choice caused many difficulties for the animators because it did not work with the animation layers typically used for other head - in - a - jar characters .
9426172,fleet,used,for,buses,4,4,5,5,6,6,8,8,"There is no special fleet used for night buses , so liveries are the same as the relevant day services ."
9429089,substances,used,for,purpose,4,4,5,5,6,6,8,8,"Bones , and the substances used for the purpose , are generically called "" boning "" ; however , the name likely arises from the use of whalebone in early corsets ."
9429103,substances,used,for,purpose,4,4,5,5,6,6,8,8,"Bones , and the substances used for the purpose , are generically called boning ."
9429109,materials,used,for,boning,7,7,8,8,9,9,11,11,"At the time , the most popular materials used for the boning were giant reeds or whalebone ."
9429124,materials,used,for,boning,6,6,7,7,8,8,9,9,This encouraged experimentation into types of materials used for boning .
9432570,typeface,used,for,information,12,12,13,13,21,21,23,23,"The typeface is based on VAG Rounded , which was previously the typeface used by the West Midlands Passenger Transport Executive for public information in the county ."
9440692,bottles,used,for,oil,8,8,9,9,12,12,14,14,"Additionally , the suit alleged that the clear bottles used by Bertolli for its oil were inadequate to protect them from sunlight and temperature extremes , such that the olive oil would not meet the "" extra virgin "" quality standard by the time it reached consumers ."
9443124,controllers,used,for,simulators,6,6,7,7,8,8,10,10,HOTAS has been adapted for game controllers used for flight simulators ( a popular system is the Falcon 4.0 based on the F-16 ) .
9444958,land,used,for,grazing,17,17,19,19,20,20,22,22,"Although privately owned ( by the Church ) , it served for many years as unofficial common land , used for sheep grazing , dog walking and for a rough and ready village football pitch ."
9455458,term,used,for,parts,26,26,34,34,35,35,36,36,"They were derived from the previous Paleolithic tools , hence the term Epipaleolithic , or were intermediate between the Paleolithic and the Neolithic , hence the term Mesolithic ( Middle Stone Age ) , used for parts of Eurasia , but not outside it ."
9459390,verb,used,for,act,3,3,4,4,8,8,10,10,"Additionally , the verb used in the inscription for the act of inscribing is "" faihido "" , which literally means ' painted ' ."
9462098,scanners,used,for,diagnosis,4,4,5,5,7,7,10,10,"This is opposed to scanners used primarily for active fault diagnosis , tuning , or hidden data logging ."
9462101,data,used,for,diagnostics,18,18,19,19,20,20,21,21,"The OBD standard interface has enabled a new generation of enthusiast instrumentation accessing the full range of vehicle data used for diagnostics , and derived data such as instantaneous fuel economy ."
9464292,portion,used,for,construction,21,21,29,29,30,30,32,32,"On Friday , December 5 , 2003 , as officials with the South Carolina Department of Transportation began staking out the portion of the Bixbys ' land to be used for the construction of the highway project , the Bixbys posted signs on their property prohibiting trespassing by "" govermen agents and all others "" ."
9464419,drugs,used,for,injection,8,8,9,9,10,10,12,12,", Steven remained on death row because the drugs used for lethal injection were unavailable ."
9476513,devices,used,for,connection,13,13,14,14,15,15,17,17,"This standard is usable by all classes of BPL devices , including BPL devices used for the connection ( < 1500 m to the premises ) to Internet access services as well as BPL devices used within buildings for local area networks , smart energy applications , transportation platforms ( vehicle ) , and other data distribution applications ( < 100 m between devices ) ."
9476513,devices,used,for,networks,34,34,35,35,38,38,41,41,"This standard is usable by all classes of BPL devices , including BPL devices used for the connection ( < 1500 m to the premises ) to Internet access services as well as BPL devices used within buildings for local area networks , smart energy applications , transportation platforms ( vehicle ) , and other data distribution applications ( < 100 m between devices ) ."
9476581,hardware,used,for,installations,8,8,10,10,11,11,19,19,It provided testing and verification standards for the hardware commonly used for broadband over power line ( BPL ) installations ( primarily couplers and enclosures ) and standard installation methods to ensure compliance with applicable codes and standards .
9481240,print,used,for,tablecloths,5,5,6,6,8,8,9,9,It was her most famous print used mainly for tablecloths .
9497714,rules,used,for,competitions,2,2,4,4,5,5,7,7,"Under FIBA rules , used for all competitions involving international teams and most leagues outside the U.S. , the penalty is triggered when a team commits more than four fouls in a quarter ; the fifth and subsequent team fouls will incur penalty free throws ."
9499429,steel,used,for,Wheel,4,4,5,5,6,6,9,9,It also supplied the steel used for the Wonder Wheel in Coney Island .
9502308,terminology,used,for,offenses,12,12,13,13,17,17,21,21,The name given to a DWI court may vary depending upon the terminology used in the state for its impaired driving offenses .
9503771,water,used,for,cooking,1,1,4,4,5,5,6,6,Drinking water and water used for cooking was stored in a tank and two drums were brought separately to the galley by Clyde Fife .
9512065,architecture,used,for,CinePaint,6,6,8,8,9,9,10,10,"Glasgow , a completely new code architecture being used for CinePaint , is expected to make a new Windows version possible and is currently under production ."
9513116,Sources,used,for,table,0,0,1,1,2,2,4,4,"Sources used for the table below include the US State Department , the CIA World Factbook adherents.com , Pew Research Center . and as identified ."
9518016,term,used,for,size,1,1,3,3,4,4,6,6,"The term as used for this size came into use after "" The Independent "" began producing a smaller format edition in 2003 for London 's commuters , designed to be easier to read when using mass transit ."
9520785,software,used,for,development,16,16,17,17,18,18,21,21,"The term "" computer - aided software engineering "" ( CASE ) can refer to the software used for the automated development of systems software , i.e. , computer code ."
9524817,space,used,for,all,1,1,2,2,3,3,4,4,"The space used for all of the holonovel scenes was dubbed "" the Jane Eyre set "" by the film crew ."
9526974,term,used,for,structures,1,1,4,4,5,5,8,8,"The term chhatri , used for these canopylike structures , comes from Hindustani word literally meaning umbrella , and are found throughout the northwestern region of Rajasthan as well as in Madhya Pradesh and Maharashtra ."
9530766,protocols,used,for,SOAP,8,8,9,9,12,12,13,13,"Both SMTP and HTTP are valid application layer protocols used as transport for SOAP , but HTTP has gained wider acceptance as it works well with today 's internet infrastructure ; specifically , HTTP works well with network firewalls ."
9535818,labels,used,for,champagne,8,8,9,9,10,10,11,11,This was probably one of the very first labels used for champagne .
9542952,structures,used,for,purposes,2,2,5,5,6,6,8,8,"Other excavated structures , not used for ritual purposes , include the Greco - Roman cryptoporticus ."
9553433,aviation,used,for,search,14,14,15,15,16,16,17,17,Farley and Treasury Secretary Snyder pointed out that the Coast Guard was interested in aviation used for search and rescue but did n't have the funds to expand the service .
9556202,representation,used,for,analysis,3,3,5,5,7,7,10,10,"An alternative static representation , used mainly for the agglomerated analysis of the visual exploration patterns in a group of users ."
9558066,one,used,for,classes,15,15,16,16,17,17,19,19,"The outdoor arena has seating for 30,000 , including box seats , and is the one used for most classes ."
9567269,conventions,used,for,example,5,5,10,10,11,11,12,12,"He generally ignores the traditional conventions of literary Scots , used for example by Allan Ramsay , Robert Fergusson , Robert Burns , Robert Louis Stevenson , and James Orr ."
9574847,vessels,used,for,expedition,11,11,12,12,13,13,17,17,"From 1928 to 1930 , McGuinness helped locate and evaluate the vessels used for the first Byrd expedition to Antarctica ."
9578395,film,used,for,projection,4,4,5,5,6,6,8,8,"The high resolution photographic film used for cinema projection is exposed at the rate of 24 frames per second but usually projected at 48 , each frame getting projected twice helping to minimise flicker ."
9584104,modifications,used,for,derivation,11,11,12,12,13,13,14,14,"They have derived emphatic and ' characterizing ' forms , with modifications used for derivation rather like those for verbal aspect ."
9584108,pronouns,used,for,guests,5,5,6,6,7,7,9,9,"Finally , there are formal pronouns used for honored guests ."
9587711,abbreviation,used,for,B.D.F,37,37,38,38,39,39,41,41,""" B.D.F. "" was not the only song to cover such subject matter - "" We Kill Everything "" 's "" Babyraper , "" with its less - than - subtle title ( as opposed to the abbreviation used for "" B.D.F "" ) , goes into extreme detail about the same subject , but , unlike in 1994 , was not required to be removed from the album ( presumably because it was released at the lowest point of Gwar 's popularity ) ."
9589153,term,used,for,consecration,1,1,2,2,3,3,4,4,"Another term used for consecration in the Jain tradition is "" , the "" eye - opening "" rite by which a qualified practitioner "" enlivens "" a murti for worship ."
9591616,farms,used,for,riding,7,7,8,8,9,9,11,11,"Most smaller rural holdings operate as hobby farms used for horse riding , olive and wine growing as well as other outdoor pursuits ."
9611791,racks,used,for,pressing,18,18,19,19,20,20,23,23,"The most important wooden tool was the presser or ‘ manguiana ’ , which was similar to pressing racks used for oil - pressing in Armenia ."
9611803,material,used,for,production,2,2,3,3,4,4,6,6,The main material used for the production of paper was canvas palace .
9613902,types,used,for,targets,4,4,8,8,9,9,13,13,"There are mainly two types of scoring gauges used for paper and cardboard targets , either the "" cone shaped "" tool or a transparent overlay ."
9613922,diameter,used,for,diameters,8,8,9,9,10,10,13,13,"Scoring gauges can either have a fixed gauging diameter used for all bullet diameters , or have the gauging diameter vary depending on the caliber used ."
9617180,group,used,for,Estrada,19,19,20,20,21,21,25,25,He is a ranking colonel in the Philippine Air Force and a former commanding chief of the Presidential Escorts group used for former president Joseph Estrada and former vice president Teofisto Guingona .
9619086,version,used,for,ceremony,55,55,56,56,57,57,62,62,"Other official mixes not on the Australian single include the Almighty mix ( although this was later released on one of their "" Almighty Downunder "" compilations ) , the UK mix ( later included in the "" Turn to Me "" compilation album ) , and the Sydney 2000 mix ( which was the version used for the Olympic games closing ceremony ) ."
9620518,weapon,used,for,charges,14,14,15,15,16,16,18,18,"During these eras , the spear would develop into a longer lance - like weapon used for cavalry charges ."
9621002,plants,used,for,hedge,39,39,42,42,43,43,45,45,"Senegalia catechu ( babool or Kikar ) , zizyphues jujube ( amla ) , prickly pear ( opuntia , three species of this cactus ) , and Euphorbia ( thuer , several species ) were some of other shrubs plants and trees used for the hedge ."
9624169,construction,used,for,layouts,12,12,13,13,14,14,17,17,"Other patents developed by Nakano include HR - PC II reinforced concrete construction used for open plan layouts in high rise structures , CFT ( Concrete Filled Tube ) hybrid structural technology , site installed PCa exterior thermal wall technology , and inverted building techniques enabling simultaneous subterranean site excavation and upper floor construction ."
9625886,warehouse,used,for,clip,6,6,10,10,15,15,20,20,"It was filmed in the same warehouse in the Netherlands used nearly two years earlier for the "" Women "" clip in 1987 ."
9631828,craft,used,for,hundreds,4,4,16,16,17,17,18,18,"Padewakang were the biggest craft of South Sulawesi as trading vessel and as war fleets , used for hundreds of years sailing the seas between western New Guinea , the southern parts of the Philippines , and the Malay Peninsula ."
9632554,facilities,used,for,calls,43,43,46,46,47,47,52,52,"As satellite transmission was only used for rare special events at the time ( the seminal "" Aloha from Hawaii "" had just unveiled the technology earlier in 1973 ) , the show was sent from coast to coast over the terrestrial microwave facilities ( also used for long - distance telephone calls as well as broadcast video & audio at the time ) of AT&T Long Lines and it reportedly took NBC the entire first year of "" Tomorrow "" broadcasting before they succeeded in getting lower usage tariffs from AT&T."
9635856,schooner,used,for,Department,7,7,9,9,13,13,18,18,"Invincible was a 120 - ton topsail schooner , used as a transport for the U. S. Army Department of the Pacific in California from 1849 to 1851 ."
9640145,clef,used,for,parts,2,2,3,3,4,4,6,6,"The usual clef used for recorder parts was the French violin clef , with G on the bottom line of the staff ."
9642128,songs,used,for,saga,8,8,9,9,10,10,15,15,"She also released two mini compilations of her songs used for the "" Tales "" saga , and her third studio album , "" Me "" , on June 30 , 2010 ."
9643788,products,used,for,heat,14,14,15,15,16,16,18,18,"The Energy Tax Act ( "" EnergieStG "" ) provides tax relief for energy products used for combined heat and power production if the CHP plant has a monthly or annual efficiency of at least 70 % ."
9647560,lime,used,for,markings,1,1,2,2,3,3,5,5,"The lime used for field markings initially was suspected as being the cause , although laboratory tests later determined it was fully hydrated and should not have been the culprit ."
9652241,changes,used,for,boats,21,21,31,31,32,32,37,37,"In the late 1920s , the trend was towards smaller boats and so agreement among American yacht clubs led to rule changes such that after 1937 the International Rule would be used for 12 - metre class boats ."
9653047,hall,used,for,events,10,10,11,11,12,12,16,16,"The hall is also of representative significance as a community hall used for social and cultural events that draw the community together , including its years of functioning as the local cinema ."
9654076,Equipment,used,for,production,0,0,1,1,2,2,3,3,Equipment used for production is being auctioned in August 2012 .
9655901,one,used,for,tutorials,6,6,7,7,14,14,15,15,Training circuit ( this is the one used at the start of the game for tutorials .
9669078,equipment,used,for,transmission,15,15,16,16,17,17,24,24,A flexible alternating current transmission system ( FACTS ) is a system composed of static equipment used for the alternating current ( AC ) transmission of electrical energy .
9671897,brand,used,for,products,4,4,6,6,7,7,10,10,"Colgate is an American brand principally used for oral hygiene products such as toothpastes , toothbrushes , mouthwashes and dental floss ."
9679201,room,used,for,lessons,4,4,5,5,6,6,8,8,It was given a room used for singing lessons by Royal Danish Theatre to meet .
9679429,equipment,used,for,analysis,14,14,15,15,16,16,18,18,"Numerous laboratory grade materials were found such as chromatographs , crushing machines and other equipment used for drug analysis and production ."
9681932,ships,used,for,transportation,1,1,2,2,3,3,4,4,British ships used for transportation mostly sailed in Chinese waters .
9683972,gates,used,for,aircraft,11,11,12,12,13,13,15,15,Schiphol Airport has approximately 223 boarding gates including eighteen double jetway gates used for widebody aircraft .
9687611,program,used,for,analysis,10,10,11,11,12,12,14,14,"DIVA - GIS is a free geographic information system software program used for the analysis of geographic data , in particular point data on biodiversity ."
9691511,transceivers,used,for,communications,5,5,6,6,13,13,21,21,"These sets were airborne VHF transceivers used in single - seat fighter aircraft for R / T and W / T communications , and were also used for ground fixes and DF homing on ground stations when used in conjunction with the FuG 10P or FuG 10ZY ."
9691522,transceivers,used,for,communications,5,5,6,6,12,12,20,20,These sets were airborne VHF transceivers used in Close Air Support aircraft for R / T and W / T communications with ground units .
9699097,space,used,for,broadcasts,1,1,3,3,4,4,6,6,"The space previously used for news broadcasts was used to expand the "" Live with Kelly "" studio ."
9699821,term,used,for,bishop,26,26,27,27,28,28,35,35,"Instead of the term "" archbishop "" , Eastern Catholic Churches sometimes use the word "" archeparch "" by analogy with "" eparch "" , the term used for a diocesan ( or eparchial ) bishop ."
9700170,Tools,used,for,transformation,0,0,3,3,4,4,6,6,"Tools and technologies used for data transformation can vary widely based on the format , structure , complexity , and volume of the data being transformed ."
9700649,system,used,for,security,17,17,20,20,21,21,23,23,He designed and developed hardware and software for the prototype of a digital real - time imaging system to be used for physical security of high value facilities .
9701626,drug,used,for,loss,6,6,7,7,8,8,10,10,Bupropion / naltrexone is a combination drug used for weight loss in those that are either obese or overweight with some weight - related illnesses .
9711251,mood,used,for,commands,23,23,25,25,26,26,27,27,"In Yatzachi Zapotec , there are three moods : the indicative , which is used for factual statements , and also the imperative mood , used for commands , and the interrogative mood , used for questions ."
9711251,mood,used,for,questions,32,32,34,34,35,35,36,36,"In Yatzachi Zapotec , there are three moods : the indicative , which is used for factual statements , and also the imperative mood , used for commands , and the interrogative mood , used for questions ."
9713956,flaps,used,for,this,1,1,2,2,3,3,4,4,The flaps used for this must be designed specifically to handle the greater stresses and most flaps have a maximum speed at which they can be deployed .
9716435,language,used,for,applications,37,37,38,38,39,39,41,41,"asm.js is a subset of JavaScript designed to allow computer software written in languages such as C to be run as web applications while maintaining performance characteristics considerably better than standard JavaScript , which is the typical language used for such applications ."
9717539,vehicles,used,for,transport,7,7,8,8,9,9,15,15,"Components for evaluating sustainability include the particular vehicles used for road , water or air transport ; the source of energy ; and the infrastructure used to accommodate the transport ( roads , railways , airways , waterways , canals and terminals ) ."
9718185,approach,used,for,person,1,1,2,2,3,3,6,6,"The approach used for each individual person is based on several factors such as tumor size , location , skill and experience of the surgeon , and whether hearing preservation is a goal ."
9719796,ounce,used,for,goods,31,31,32,32,40,40,42,42,""" Note : all references to ' ounce ' in this section are to the troy ounce as used for precious metals , rather than to the ( smaller ) avoirdupois ounce used in the United States customary units system for other goods . """
9720285,contraptions,used,for,transport,2,2,5,5,6,6,9,9,"While rural contraptions in work used for casual heavy transport in Indian Punjab are known as "" "" Peter Rehras "" "" after the brand of engine that gained popularity there in days gone by ."
9723254,tunnels,used,for,models,19,19,24,24,25,25,27,27,Studies in the UK and France revealed the problem ( the HM.14 was small enough to fit in wind tunnels in both countries usually used for scale models of larger aircraft ) and corrections were made to the design .
9726152,planks,used,for,support,6,6,8,8,9,9,10,10,"At a later time , the planks previously used for support may be tested by standing on other planks that are not rotten :"
9728734,apples,used,for,production,3,3,4,4,5,5,7,7,"The most common apples used for the production of ice cider are McIntosh , Cortland , Empire and Spartan ."
9729056,brand,used,for,transport,5,5,6,6,9,9,11,11,First Student UK is the brand used by FirstGroup for student transport in the United Kingdom .
9731385,test,used,for,screenings,15,15,16,16,17,17,19,19,"The test administered was the updated Minnesota Multiphasic Personality Inventory ( MMPI-2 ) , a test used for job screenings and court cases requiring those subjected to it to agree or disagree with statements such as "" My soul sometimes leaves my body "" and "" Once in a while I think of things too bad to talk about . """
9734498,names,used,for,station,11,11,12,12,13,13,15,15,"Prior to the construction of the station , there were several names used for the station ."
9736771,word,used,for,cruelty,4,4,5,5,7,7,8,8,"Ẓulm is the Arabic word used interchangeably for cruelty or unjust acts of exploitation , oppression , and wrongdoing , whereby a person either deprives others of their rights or does not fulfill his obligations towards them ."
9742235,airport,used,for,aviation,4,4,5,5,7,7,12,12,It is a public airport used mainly for transient and local general aviation .
9742592,one,used,for,EP,5,5,6,6,7,7,11,11,"The cover is the same one used for "" Moonloop "" EP ."
9743137,space,used,for,sidelight,22,22,24,24,25,25,28,28,"This also incorporated a new design of headlamp with the sidelight lamp being integral with the main headlamp unit , allowing the space previously used for the separate sidelight to be used to fit a pair of high - intensity driving lamps ."
9744013,explosive,used,for,assassination,28,28,29,29,30,30,37,37,"Known in the DINA under his alias "" Hermes "" , for which he began to work in 1974 , Berríos was connected to the creation of the explosive used for Orlando Letelier 's car - bombing assassination in Washington , D.C. in 1976 ."
9744685,tactics,used,for,protests,38,38,39,39,40,40,42,42,"The leaked prospectus obtained by "" Politico "" suggested that the lobbying group was planning to use the tremendous leverage that tech companies and their leaders had in pushing their agenda to the public , similar to the tactics used for the protests against SOPA and PIPA that were coordinated for January 18 , 2012 ."
9747797,clearance,used,for,access,6,6,7,7,22,22,24,24,An L clearance is a security clearance used by the United States Department of Energy ( DOE ) and Nuclear Regulatory Commission for civilian access relating to nuclear materials and information under the Atomic Energy Act of 1954 .
9748620,buildings,used,for,purposes,3,3,9,9,10,10,14,14,"Nonresidential investment includes buildings , machinery , and equipment used for commercial or industrial purposes ( small business , agriculture , manufacturing , service , etc . ) ."
9750532,style,used,for,Música,16,16,18,18,19,19,24,24,"The inner gatefold was designed to look like an air mail envelope , similar to the style later used for "" Gracias Por La Música "" and even had a photo of ABBA incorporated into a stamp in the corner ."
9764962,microblades,used,for,butchering,13,13,14,14,15,15,16,16,"These included highly efficient fluted - style spear points , as well as microblades used for butchering and hide processing ."
9768521,theater,used,for,productions,37,37,38,38,39,39,40,40,"The Knowlton Campus is home to our one - of - a - kind , 2,800 square foot Cousteau Center for Marine Studies , as well as our Dollinger Center , the school 's 483 - seat theater used for productions for both campuses , and the gymnasium and three athletic fields ."
9768984,house,used,for,storage,10,10,16,16,19,19,20,20,"A large new police building on site includes a watch house , the old one being used now mainly for storage ."
9779640,foods,used,for,rations,23,23,24,24,25,25,27,27,"Examples of high - value freeze - dried products are seasonal fruits and vegetables because of their limited availability , coffee , and foods used for military rations , astronauts / cosmonauts , and/or hikers ."
9779669,equipment,used,for,processes,10,10,11,11,12,12,15,15,"The equipment is about three times as expensive as the equipment used for other separation processes , and the high energy demands lead to high energy costs ."
9783977,puppet,used,for,Snootles,1,1,2,2,3,3,4,4,The puppet used for Snootles was also replaced with CGI in the Special Edition .
9785265,machinery,used,for,mining,11,11,12,12,13,13,14,14,"They specialize in the repairing , maintenance and modifications of heavy machinery used for mining , forestry and agriculture ."
9796473,mechanism,used,for,addressing,7,7,8,8,13,13,15,15,The PIC18 extends the codice_2 / codice_3 mechanism used in previous PICmicro processors for indirect addressing in two ways :
9797301,nomenclature,used,for,purposes,1,1,2,2,7,7,10,10,"The nomenclature used by the United Nations for statistical processing purposes is "" Falkland Islands ( Malvinas ) "" ."
9806346,spaces,used,for,purpose,3,3,4,4,5,5,7,7,"Synagogues are consecrated spaces used for the purpose of prayer , reading of the Tanakh ( the entire Hebrew Bible , including the Torah ) , study and assembly ; however , a synagogue is not necessary for worship ."
9812333,name,used,for,materials,3,3,4,4,5,5,10,10,This is the name used for mother - tongue literacy materials .
9835990,carrier,used,for,signals,12,12,14,14,22,22,26,26,"However , PAL and SECAM are just standards for the color sub carrier , used in conjunction with ITU television broadcast systems for the base monochrome signals , identified with letters such as M , B / G , D / K , and L."
9837622,spring,used,for,irrigation,27,27,42,42,45,45,46,46,"In March 2012 , the UN published a report about the take - over by Israeli settlers of water resources on the West Bank , including the spring "" Ein El Mukheimer "" near al - Lubban al - Sharqiyya , traditionally used by villagers for irrigation and domestic purposes ."
9839946,tree,used,for,executions,2,2,3,3,4,4,6,6,"The actual tree used for the executions is now just a stump on the courthouse lawn , the tree having been removed in 2011 ."
9847248,technologies,used,for,Content,7,7,8,8,9,9,12,12,"SMIL is also one of the underlying technologies used for "" Advanced Content "" in the ( discontinued ) HD DVD format for adding interactive content ( menus etc . ) ."
9851332,materials,used,for,feedstock,1,1,2,2,3,3,5,5,"These materials used for the feedstock are powders of metals , alloys and cermets ; as well as their oxides ."
9856346,phrase,used,for,plans,5,5,6,6,7,7,12,12,"Operation Tay Bridge was the phrase used for the death and funeral plans of Queen Elizabeth The Queen Mother , and was rehearsed for 22 years before its eventual use in 2002 ."
9860174,test,used,for,detection,13,13,14,14,15,15,17,17,Fluorescence polarization immunoassay ( FPIA ) is a class of in vitro biochemical test used for rapid detection of antibody or antigen in sample .
9861349,sign,used,for,yen,10,10,11,11,12,12,15,15,"The yen or yuan sign , ) is a currency sign used for the Japanese yen and the Chinese yuan currencies when writing in Western scripts ."
9862874,tool,used,for,screening,3,3,4,4,5,5,7,7,"As the first tool used for developmental screening in normal situations like pediatric well - child care , the test became widely known and was used in 54 countries and standardized in 15 . 
"
9864965,problem,used,for,consumption,8,8,13,13,14,14,16,16,"Appointed by the Privy Council to study the problem of diseased meat being used for human consumption ( especially in London ) , he identified the threat of rinderpest from imported Baltic cows , and other issues ."
9867563,medium,used,for,reproduction,7,7,8,8,9,9,11,11,The phonograph disc record was the primary medium used for music reproduction throughout the 20th century .
9872158,wood,used,for,panels,7,7,8,8,9,9,12,12,"Dendrochronologic and radiocarbon dating confirmed that the wood used for the door panels is from the beginning of the 5th century , therefore the carvings could date from the reigns of Celestine I ( 421–431 ) or Sixtus III ( 431–440 ) ."
9880017,color,used,for,suits,3,3,4,4,5,5,10,10,It was the color used for the Space Shuttle pressure suits .
9881239,architecture,used,for,AlphaZero,22,22,26,26,27,27,28,28,"In December 2018 , the AlphaZero team published a new paper in "" Science "" magazine revealing previously undisclosed details of the architecture and training parameters used for AlphaZero ."
9882254,bachi,used,for,shamisen,2,2,4,4,5,5,8,8,"The "" bachi "" used for "" nagauta shamisen "" are made out of three possible materials , i.e. wood , plastic , or ivory ."
9882261,bachi,used,for,jamisen,2,2,4,4,5,5,9,9,"The "" bachi "" used for "" tsugaru - jamisen "" is the smallest ."
9882305,Shamisen,used,for,genres,0,0,1,1,2,2,4,4,"Shamisen used for traditional genres of Japanese music , such as "" jiuta "" , "" kouta "" , and "" nagauta "" , adhere to very strict standards ."
9888163,wood,used,for,addition,18,18,19,19,20,20,22,22,"This building , with its actual dimensional lumber , was later dismantled in the 1940s and the salvaged wood used for an addition to his son Samuel A. West 's house on Main Street in Joshua ."
9890057,guns,used,for,anti,28,28,34,34,35,35,36,36,"At the outbreak of the war , over 350 soldiers of the Royal Artillery were stationed on Flat Holm , which was armed with four 4.5   inch guns and associated searchlights to be used for anti - aircraft and close defence , together with two Bofors guns ."
9897745,vessels,used,for,enforcement,15,15,16,16,17,17,19,19,Billard made it clear to Secretary Mellon in his budget requests that the addition of vessels used for prohibition enforcement did not satisfy the needs of the service for cruising cutters because the larger cruising cutters that were presently in service were fast approaching obsolescence and the smaller prohibition enforcement vessels served a different purpose .
9899831,band,used,for,broadcasting,16,16,17,17,19,19,22,22,Medium wave ( MW ) is the part of the medium frequency ( MF ) radio band used mainly for AM radio broadcasting .
9903991,term,used,for,tree,18,18,19,19,20,20,22,22,"The district derives its name from "" markh "" ( "" Leptadenia pyrotechnica "" ) , the local term used for a tree that grows abundantly in the area ."
9922506,paper,used,for,books,1,1,2,2,3,3,6,6,"The paper used for the Khmer books , known as "" kraing "" , was made from the bark of the mulberry tree ."
9923421,rifle,used,for,competitions,25,25,27,27,34,34,36,36,"The SIG Sauer 200 STR ( Scandinavian Target Rifle ) , also known as the SIG Sauer 200 STR Match , is a bolt action rifle mostly used as a target / competition rifle for national competitions by Norwegian , Swedish and Danish sport shooters ."
9924173,board,used,for,keeping,8,8,9,9,10,10,13,13,"Cribbage has several distinctive features : the cribbage board used for score - keeping , the eponymous "" crib "" , "" box "" , or "" kitty "" ( in parts of Canada)—a separate hand counting for the dealer —"
9926527,technologies,used,for,development,8,8,9,9,10,10,12,12,"Internet services technology covers a broad range of technologies used for web development , web production , design , networking , and e - commerce ."
